Date,open,high,low,close,adj_close,volume,Dividends,Stock Splits,ema_5,ema_10,ema_20,ema_50,ema_100,ema_200,ema_cross_5_20,ema_cross_pct_5_20,ema_signal_5_20,ema_cross_5_50,ema_cross_pct_5_50,ema_signal_5_50,ema_cross_5_100,ema_cross_pct_5_100,ema_signal_5_100,ema_cross_10_20,ema_cross_pct_10_20,ema_signal_10_20,ema_cross_10_50,ema_cross_pct_10_50,ema_signal_10_50,ema_cross_10_100,ema_cross_pct_10_100,ema_signal_10_100,ema_cross_20_50,ema_cross_pct_20_50,ema_signal_20_50,ema_cross_20_100,ema_cross_pct_20_100,ema_signal_20_100,price_ema_20_dist,price_ema_20_dist_pct,price_ema_50_dist,price_ema_50_dist_pct,price_ema_200_dist,price_ema_200_dist_pct,ema_10_slope,ema_10_accel,ema_20_slope,ema_20_accel,ema_50_slope,ema_50_accel,rsi,rsi_oversold,rsi_overbought,macd,macd_signal,macd_hist,macd_cross_signal,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,bb_width,bb_pct,atr,atr_pct,volume_sma_20,volume_sma_50,volume_ratio,volume_change,obv,pvt,returns,log_returns,high_low_range,high_low_pct,gap,gap_pct,close_position,returns_mean_5,returns_std_5,returns_mean_10,returns_std_10,returns_mean_20,returns_std_20,close_lag_1,returns_lag_1,volume_lag_1,close_lag_2,returns_lag_2,volume_lag_2,close_lag_3,returns_lag_3,volume_lag_3,close_lag_5,returns_lag_5,volume_lag_5,close_lag_10,returns_lag_10,volume_lag_10
2018-03-15 00:00:00+05:30,10405.4501953125,10420.0,10346.2001953125,10360.150390625,10360.150390625,173900,0.0,0.0,10368.542140014746,10369.110958114352,10417.25916417251,10503.528072707202,10514.719232056543,10495.923390983087,-48.71702415776417,-0.46765683170592387,-1,-134.98593269245612,-1.2851484925642185,-1,-146.17709204179664,-1.390213935490946,-1,-48.148206058158394,-0.4621964885327208,-1,-134.41711459285034,-1.2797329969738958,-1,-145.60827394219086,-1.3848042037895838,-1,-86.26890853469195,-0.8213326792438115,-1,-97.46006788403247,-0.9268917765003463,-1,-57.10877354751028,-0.5482130438294293,-143.37768208220223,-1.3650430701923926,-135.7730003580873,-1.2935784237404795,-0.00019199861136764973,-0.0010454847210821239,-0.0005767335483950475,-0.00045182398994036976,-0.0005568501819227523,-0.00017452048190602643,48.871662410540736,0,0,-69.44195691759705,-80.53519657681684,11.09323965921979,1,44.60320844533269,52.591311440240325,10397.35,10624.938952643955,10169.761047356045,4.377826131542268,0.4182745714525164,116.57484654017857,1.125223497196221,213365.0,220884.0,0.8150352682023763,-0.04134509371554573,-487000,-3637.971185517265,-0.004874698450260895,-0.004886618546444992,73.7998046875,0.712342986394118,-5.4501953125,-0.05235085446987748,0.18902753701816835,0.0023198887123085264,0.009535996250616595,-0.0012345856816954105,0.0091320954447906,-0.0006459007089011203,0.007771410286164445,10410.900390625,-0.001529629691374823,181400.0,10426.849609375,0.0005228873803659884,266700.0,10421.400390625,0.019023530088059015,216400.0,10242.650390625,0.008710700361544088,226400.0,10492.849609375,-0.005822290104475547,286000.0
2018-03-16 00:00:00+05:30,10345.150390625,10346.2998046875,10180.25,10195.150390625,10195.150390625,328500,0.0,0.0,10310.744890218164,10337.481764025379,10396.105947644177,10491.434830272607,10508.391136186612,10492.930624810371,-85.36105742601285,-0.8210868363202494,-1,-180.68994005444256,-1.722261473073913,-1,-197.64624596844806,-1.880842113764066,-1,-58.62418361879827,-0.5639052152222715,-1,-153.95306624722798,-1.4674166950263343,-1,-170.90937216123348,-1.6264085524252265,-1,-95.32888262842971,-0.9086353217708802,-1,-112.28518854243521,-1.0685288269844737,-1,-200.95555701917692,-1.9329887366597558,-296.28443964760663,-2.824060240003493,-297.7802341853712,-2.837912922832774,-0.003050328443464312,-0.002858329832096662,-0.002030593287060012,-0.0014538597386649643,-0.001151350512978544,-0.0005945003310557917,35.98827643420847,0,0,-78.75694506533364,-80.1795462745202,1.422601209186567,1,10.936650041943716,36.832694712833316,10379.83251953125,10613.266153096907,10146.398885965593,4.4978304443046815,0.1044226230700705,121.11063058035714,1.1879239240229846,219260.0,224386.0,1.49822128979294,0.8890166762507188,-815500,-8869.796782281626,-0.01592640973139836,-0.0160545978679463,166.0498046875,1.6287136366344521,-15.0,-0.1447855430127119,0.08973446643338136,-0.000556864080921815,0.012652772414641187,-0.002498431320065786,0.010253545847788287,-0.0016545820774713006,0.008387660503214016,10360.150390625,-0.004874698450260895,173900.0,10410.900390625,-0.001529629691374823,181400.0,10426.849609375,0.0005228873803659884,266700.0,10226.849609375,-0.001542645765246653,186500.0,10458.349609375,-0.0032879533476946055,176000.0
2018-03-19 00:00:00+05:30,10215.349609375,10224.5498046875,10075.2998046875,10094.25,10094.25,210200,0.0,0.0,10238.57992681211,10293.257806929854,10367.357762154255,10475.858954575642,10500.19032160866,10488.963653419223,-128.7778353421454,-1.242147114978951,-1,-237.2790277635322,-2.265007850834929,-1,-261.6103947965494,-2.4914824092109398,-1,-74.09995522440113,-0.7147429164150282,-1,-182.60114764578793,-1.7430661145550406,-1,-206.9325146788051,-1.9707501325280972,-1,-108.5011924213868,-1.0357259761882887,-1,-132.83255945440396,-1.2650490646921304,-1,-273.1077621542554,-2.634304404457108,-381.6089545756422,-3.6427462056365623,-394.7136534192232,-3.763133007812009,-0.004278020324971599,-0.0012276918815072868,-0.0027652840048668637,-0.0007346907178068518,-0.001484627789139048,-0.00033327727616050407,27.07816900375498,1,0,-93.20653166894044,-82.78494335340426,-10.421588315536184,-1,3.4061607539367005,19.648673080404368,10361.930029296875,10625.000712610405,10098.859345983345,5.077638674836353,-0.008760660681165962,124.49274553571429,1.2333035692172702,220555.0,225244.0,0.9530502595724423,-0.36012176560121767,-1025700,-10950.125300915153,-0.009896900659531527,-0.00994620052782473,149.25,1.4785645293112417,20.19921875,0.1981257556394096,0.12696948283082077,-0.006340950230439924,0.006650879333943233,-0.002536728444337133,0.010283332200964137,-0.0017075315373953903,0.00843858196897603,10195.150390625,-0.01592640973139836,328500.0,10360.150390625,-0.004874698450260895,173900.0,10410.900390625,-0.001529629691374823,181400.0,10421.400390625,0.019023530088059015,216400.0,10358.849609375,-0.009513929416818057,194000.0
2018-03-20 00:00:00+05:30,10051.5498046875,10155.650390625,10049.099609375,10124.349609375,10124.349609375,203000,0.0,0.0,10200.503154333073,10262.547225556244,10344.214128556232,10462.074274371696,10492.747931267399,10485.335652980972,-143.7109742231587,-1.3892884702225012,-1,-261.5711200386231,-2.5001841239014895,-1,-292.2447769343253,-2.7852072578953644,-1,-81.66690299998845,-0.7894935466826701,-1,-199.52704881545287,-1.9071461698969399,-1,-230.20070571115502,-2.1939029434337085,-1,-117.86014581546442,-1.1265466362074987,-1,-148.53380271116657,-1.415585351750897,-1,-219.86451918123203,-2.125483061823654,-337.72466499669645,-3.2280851400950183,-360.98604360597164,-3.4427705087661513,-0.0029835628281781323,0.0012944574967934663,-0.002232356028313065,0.0005329279765537986,-0.0013158520235636573,0.00016877576557539076,29.853321118482526,1,0,-101.0641417168481,-86.44078302609303,-14.623358690755069,-1,15.470793496548705,9.937868097476374,10349.227490234374,10632.693061947197,10065.761918521552,5.478004459372514,0.10334181061113687,125.36063058035714,1.2382092224894625,221340.0,225806.0,0.9171410499683744,-0.03425309229305429,-822700,-10344.808342931661,0.002981856935879268,0.002977420018466655,106.55078125,1.0524209984939235,-42.7001953125,-0.42301503640686533,0.7062360230230598,-0.005849156319337268,0.00734046906056696,-0.001180513978173825,0.009994915664705846,-0.0012049307763462359,0.008401641742488315,10094.25,-0.009896900659531527,210200.0,10195.150390625,-0.01592640973139836,328500.0,10360.150390625,-0.004874698450260895,173900.0,10426.849609375,0.0005228873803659884,266700.0,10249.25,-0.010580287725753812,222900.0
2018-03-21 00:00:00+05:30,10181.9501953125,10227.2998046875,10132.9501953125,10155.25,10155.25,204800,0.0,0.0,10185.418769555383,10243.038639091472,10326.21754488421,10450.041949886532,10486.06480391557,10482.051218622952,-140.7987753288271,-1.3635077385967072,-1,-264.62318033114934,-2.532269072221501,-1,-300.6460343601866,-2.8671006710536755,-1,-83.17890579273808,-0.8055118481785848,-1,-207.00331079506032,-1.9808849743163757,-1,-243.02616482409758,-2.317610746915754,-1,-123.82440500232224,-1.1849177792407497,-1,-159.8472590313595,-1.524377943684569,-1,-170.96754488420993,-1.655664759541215,-294.79194988653217,-2.8209642726815374,-326.80121862295164,-3.11772201649177,-0.0019009497385006346,0.0010826130896774977,-0.001739772925073213,0.000492583103239852,-0.0011500897594121096,0.0001657622641515477,33.71444238422576,0,0,-103.60367236872298,-89.87336089461903,-13.730311474103956,-1,22.281759778941197,13.719571343142201,10338.969970703125,10635.288990829666,10042.650950576584,5.732080100168601,0.18999632452775242,126.08921595982143,1.2416160701097603,222195.0,226284.0,0.9217129098314544,0.008866995073891548,-617900,-9719.741030544525,0.003052086486265315,0.003047438325629427,94.349609375,0.929072247113562,57.6005859375,0.5689312218551076,0.23635290951621918,-0.00493281308380924,0.008244776114071995,5.2077695430141624e-05,0.009639648266878938,-0.0009656078859605954,0.0084537767180662,10124.349609375,0.002981856935879268,203000.0,10094.25,-0.009896900659531527,210200.0,10195.150390625,-0.01592640973139836,328500.0,10410.900390625,-0.001529629691374823,181400.0,10154.2001953125,-0.00927383024977435,249500.0
2018-03-22 00:00:00+05:30,10167.5,10207.849609375,10105.400390625,10114.75,10114.75,230500,0.0,0.0,10161.862513036922,10219.71343198393,10306.077778704761,10436.893245969413,10478.712035521201,10478.396480129191,-144.21526566783905,-1.3993225042976887,-1,-275.03073293249145,-2.6351781746805214,-1,-316.8495224842791,-3.0237449164573715,-1,-86.36434672083124,-0.8379943231098462,-1,-217.17981398548363,-2.080885651190842,-1,-258.99860353727126,-2.4716644818495475,-1,-130.8154672646524,-1.2533947045512952,-1,-172.63425681644003,-1.6474759133683299,-1,-191.32777870476093,-1.8564558002860956,-322.14324596941333,-3.086581786144269,-363.64648012919133,-3.470440165332509,-0.002277176522455404,-0.0003762267839547695,-0.001950352691283963,-0.00021057976621075003,-0.0012582441276478562,-0.00010815436823574665,33.52040242805755,0,0,-107.6434337356477,-93.42737546282477,-14.216058272822934,-1,15.285306315483119,17.679286530324344,10324.8349609375,10636.006687630366,10013.663234244634,6.0276358483237535,0.162429226507364,127.81061662946429,1.2636062841836357,222015.0,227514.0,1.0382181384140712,0.12548828125,-848400,-10638.994618590123,-0.003988084980675044,-0.003996058598285198,102.44921875,1.0128695098741936,12.25,0.12062726176115801,0.09126091432493232,-0.004755490389892069,0.008255865337352852,-0.0012178008387917715,0.0091986147594851,-0.0013438170232736967,0.008408979879651453,10155.25,0.003052086486265315,204800.0,10124.349609375,0.002981856935879268,203000.0,10094.25,-0.009896900659531527,210200.0,10360.150390625,-0.004874698450260895,173900.0,10242.650390625,0.008710700361544088,226400.0
2018-03-23 00:00:00+05:30,9968.7998046875,10027.7001953125,9951.900390625,9998.0498046875,9998.0498046875,285700,0.0,0.0,10107.25827692045,10179.41095429367,10276.741781179308,10419.683699252475,10469.193971544295,10473.616911219324,-169.48350425885837,-1.649194928389154,-1,-312.42542233202585,-2.998415607898345,-1,-361.93569462384585,-3.4571495724274683,-1,-97.33082688563809,-0.9470981071441195,-1,-240.27274495880556,-2.3059504673452142,-1,-289.78301725062556,-2.767959195696134,-1,-142.94191807316747,-1.371845078977036,-1,-192.45219036498747,-1.8382713214415602,-1,-278.6919764918075,-2.711870964805211,-421.633894564975,-4.04651337540336,-475.5671065318238,-4.5406196404070975,-0.003943601546020692,-0.0016664250235652878,-0.0028464754638345413,-0.0008961227725505783,-0.0016489147020435357,-0.00039067057439567954,32.9763264042288,0,0,-118.89120042998547,-98.52014045625691,-20.371059973728563,-1,8.762005414024548,15.44302383614962,10305.60244140625,10647.724184415192,9963.480698397309,6.639529226051877,0.05052164470190948,129.83921595982142,1.2986454208194422,220620.0,229128.0,1.2949868552261807,0.23947939262472895,-1134100,-13935.294161414326,-0.011537625281148767,-0.011604700101594518,75.7998046875,0.758145900133063,-145.9501953125,-1.442944168788156,0.608832888854533,-0.0038777334998421507,0.006891895218889884,-0.002217298790381983,0.009763502969866054,-0.0018497674354254923,0.008712653608330234,10114.75,-0.003988084980675044,230500.0,10155.25,0.003052086486265315,204800.0,10124.349609375,0.002981856935879268,203000.0,10195.150390625,-0.01592640973139836,328500.0,10226.849609375,-0.001542645765246653,186500.0
2018-03-26 00:00:00+05:30,9989.150390625,10143.5,9958.5498046875,10130.650390625,10130.650390625,262600,0.0,0.0,10115.0556481553,10170.545397263002,10262.828315412231,10408.349059698456,10462.490138258765,10470.204309024357,-147.77266725693153,-1.4398824838082258,-1,-293.29341154315625,-2.8178667900253274,-1,-347.4344901034656,-3.3207628921243395,-1,-92.28291814922886,-0.8991957705327949,-1,-237.8036624354536,-2.2847395016394954,-1,-291.9447409957629,-2.790394419854146,-1,-145.52074428622473,-1.3981155267907652,-1,-199.66182284653405,-1.9083585284961908,-1,-132.17792478723095,-1.2879288313605752,-277.6986690734557,-2.668037625186073,-339.5539183993569,-3.2430495946167217,-0.0008709302601569435,0.0030726712858637484,-0.0013538790857388072,0.001492596378095734,-0.0010878103291016572,0.0005611043729418785,44.52297584708384,0,0,-115.77084325896612,-101.97028101679876,-13.80056224216736,-1,33.93777580005192,19.328362509853193,10287.582470703124,10626.527497166207,9948.637444240041,6.5894009098508315,0.2684992139939,126.94642857142857,1.2530925821791856,223220.0,230852.0,1.1764178837021773,-0.08085404270213514,-871500,-10452.523566406677,0.013262645068574441,0.01317546616079525,184.9501953125,1.8256497675969023,-8.8994140625,-0.08901149960592901,0.9305239480645655,0.0007541756457790427,0.009223369386218554,-0.0027933872923304403,0.008452948091877025,-0.0017084147159176111,0.008942364284554093,9998.0498046875,-0.011537625281148767,285700.0,10114.75,-0.003988084980675044,230500.0,10155.25,0.003052086486265315,204800.0,10094.25,-0.009896900659531527,210200.0,10421.400390625,0.019023530088059015,216400.0
2018-03-27 00:00:00+05:30,10188.0,10207.900390625,10139.650390625,10184.150390625,10184.150390625,225700,0.0,0.0,10138.087228978533,10173.019032419728,10255.33517971821,10399.55695502891,10456.9784600878,10467.358001378592,-117.24795073967653,-1.1432873590670705,-1,-261.46972605037627,-2.514239089040591,-1,-318.8912311092663,-3.0495542505553637,-1,-82.31614729848116,-0.8026665716521515,-1,-226.5379226091809,-2.178342054270245,-1,-283.95942766807093,-2.7155016982380467,-1,-144.22177531069974,-1.3868069181635518,-1,-201.64328036958977,-1.928313050841808,-1,-71.18478909320947,-0.6941244517681913,-215.40656440390921,-2.071305204013957,-283.20761075359223,-2.7056264887117902,0.00024321558580253644,0.00111414584595948,-0.0007301238473188532,0.0006237552384199541,-0.000844716546218649,0.0002430937828830082,51.43832089436743,0,0,-107.73898686276698,-103.1240221859924,-4.6149646767745764,-1,44.0953758297178,28.931719014598087,10267.660009765625,10579.335521243866,9955.984498287384,6.071013476913039,0.366031150884219,124.77141462053571,1.2251529075551928,225910.0,232290.0,0.9990704262759506,-0.14051789794364056,-645800,-9260.601080247827,0.005281003483202706,0.005267107884641591,68.25,0.6701589959121912,57.349609375,0.5660999754573691,0.652014652014652,0.0012140049552437303,0.009417464662911296,-0.0023175756820467686,0.008787649950053936,-0.0018806879144984746,0.008762129459698276,10130.650390625,0.013262645068574441,262600.0,9998.0498046875,-0.011537625281148767,285700.0,10114.75,-0.003988084980675044,230500.0,10124.349609375,0.002981856935879268,203000.0,10426.849609375,0.0005228873803659884,266700.0
2018-03-28 00:00:00+05:30,10143.599609375,10158.349609375,10096.900390625,10113.7001953125,10113.7001953125,344400,0.0,0.0,10129.958217756523,10162.233789309323,10241.846133584331,10388.346886020423,10450.180870686307,10463.839018233657,-111.88791582780868,-1.0924584725102813,-1,-258.3886682639004,-2.4872934173156414,-1,-320.2226529297841,-3.0642785698383204,-1,-79.61234427500858,-0.7773241585220604,-1,-226.1130967111003,-2.176603257399695,-1,-287.947081376984,-2.755426771460974,-1,-146.50075243609172,-1.410241244766648,-1,-208.3347371019754,-1.9935993422503624,-1,-128.14593827183126,-1.2511996040598992,-274.64669070792297,-2.6437959159557374,-350.13882292115704,-3.346179373660338,-0.0010601811592050314,-0.0013033967450075679,-0.0013153198698522273,-0.0005851960225333741,-0.001077937171454768,-0.00023322062523611908,43.698381322258996,0,0,-105.83838575833215,-103.66689490046036,-2.171490857871788,-1,30.719583194274485,36.25091160801474,10245.630029296875,10533.364397954325,9957.895660639426,5.616723770713704,0.27074369912785934,122.15004185267857,1.2077680719593873,233755.0,235674.0,1.4733374687172467,0.5259193619849358,-990200,-11643.033225786467,-0.006917631084606968,-0.006941668814759831,61.44921875,0.6075839461652274,-40.55078125,-0.39817539701032834,0.27339329985379185,-0.0007799385589307261,0.009970211507160416,-0.002856375821369983,0.008898450050575017,-0.002092860334243429,0.00883344172219337,10184.150390625,0.005281003483202706,225700.0,10130.650390625,0.013262645068574441,262600.0,9998.0498046875,-0.011537625281148767,285700.0,10155.25,0.003052086486265315,204800.0,10410.900390625,-0.001529629691374823,181400.0
